1,('Meta-I:16489', 'Meta-I:18308', 'Meta-I:252', 'Meta-I:31559', 'Meta-I:5798', 'Meta-I:7657')
2,('Meta-I:16489', 'Meta-I:18308', 'Meta-I:41096', 'Meta-I:5798')
3,('Meta-I:10428', 'Meta-I:16489', 'Meta-I:18308', 'Meta-I:34930', 'Meta-I:41096', 'Meta-I:5798', 'Meta-I:79')
4,('Meta-I:16489', 'Meta-I:18308', 'Meta-I:42694')
5,('Meta-I:10428', 'Meta-I:16489', 'Meta-I:18308', 'Meta-I:34930', 'Meta-I:41096', 'Meta-I:42694', 'Meta-I:79')
6,('Meta-I:16489', 'Meta-I:18308', 'Meta-I:252', 'Meta-I:5798')
7,('Meta-I:16489', 'Meta-I:18308', 'Meta-I:41096', 'Meta-I:42694')
